Sample_id	whosampled_url	destination_url	source_url
S018	https://www.whosampled.com/sample/22803/A-Tribe-Called-Quest-Consequence-Phony-Rappers-The-Emotions-Blind-Alley/	https://www.youtube.com/watch?v=zD_YUqA4sXg	https://www.youtube.com/watch?v=05q2-wFl_14
S019	https://www.whosampled.com/sample/1764/Pete-Rock-%26-C.L.-Smooth-Straighten-It-Out-Ernie-Hines-Our-Generation/	https://www.youtube.com/watch?v=W3ycOctgofo	https://www.youtube.com/watch?v=JKQj1fZI_jo
S020	https://www.whosampled.com/sample/1384/Big-Daddy-Kane-Ain%27t-No-Half-Steppin%27-The-Emotions-Blind-Alley/	https://www.youtube.com/watch?v=Vi2tA4rM-xQ	https://www.youtube.com/watch?v=05q2-wFl_14
S021	https://www.whosampled.com/sample/12020/De-La-Soul-Eye-Know-The-Mad-Lads-Make-This-Young-Lady-Mine/	https://www.youtube.com/watch?v=q9jCsOCfUUg	https://www.youtube.com/watch?v=DX4cB_WhBB4
S022	https://www.whosampled.com/sample/189/De-La-Soul-Eye-Know-Otis-Redding-(Sittin%27-On)-the-Dock-of-the-Bay/	https://www.youtube.com/watch?v=q9jCsOCfUUg	https://www.youtube.com/watch?v=rTVjnBo96Ug
S023	https://www.whosampled.com/sample/2064/Biz-Markie-Just-a-Friend-Freddie-Scott-(You)-Got-What-I-Need/	https://www.youtube.com/watch?v=9aofoBrFNdg	https://www.youtube.com/watch?v=PueK3Jz--r8
S024	https://www.whosampled.com/sample/4196/Killah-Priest-Hell-Razah-Tekitha-One-Step-William-Bell-I-Forgot-to-Be-Your-Lover/	https://www.youtube.com/watch?v=DdUmkm6wJfM	https://www.youtube.com/watch?v=FBvCV7a4ej0
S025	https://www.whosampled.com/sample/4657/Wu-Tang-Clan-Protect-Ya-Neck-The-J.B.%27s-The-Grunt/	https://www.youtube.com/watch?v=Xvbb7F2CCOU	https://www.youtube.com/watch?v=WKxP_Lx_MOY
S027	https://www.whosampled.com/sample/14255/De-La-Soul-Change-in-Speak-Cymande-Bra/	https://www.youtube.com/watch?v=PXI8YSFjm3U	https://www.youtube.com/watch?v=SuLnxjVo6bk&t
S028	https://www.whosampled.com/sample/14254/De-La-Soul-Change-in-Speak-The-Mad-Lads-No-Strings-Attached/	https://www.youtube.com/watch?v=PXI8YSFjm3U	https://www.youtube.com/watch?v=xCksWUGJjYo
S030	https://www.whosampled.com/sample/11607/Biz-Markie-Just-a-Friend-Lee-Dorsey-Get-Out-of-My-Life,-Woman/	https://www.youtube.com/watch?v=9aofoBrFNdg	https://www.youtube.com/watch?v=uxp0Kfgpft8
S031	https://www.whosampled.com/sample/35245/De-La-Soul-Eye-Know-Lee-Dorsey-Get-Out-of-My-Life,-Woman/	https://www.youtube.com/watch?v=q9jCsOCfUUg	https://www.youtube.com/watch?v=uxp0Kfgpft8
S032	https://www.whosampled.com/sample/11610/Fat-Joe-Flow-Joe-Lee-Dorsey-Get-Out-of-My-Life,-Woman/	https://www.youtube.com/watch?v=EyFWlsBje18	https://www.youtube.com/watch?v=uxp0Kfgpft8
S033	https://www.whosampled.com/sample/804/Public-Enemy-Rebel-Without-a-Pause-The-J.B.%27s-The-Grunt/	https://www.youtube.com/watch?v=-fN5RX15Zhw	https://www.youtube.com/watch?v=WKxP_Lx_MOY
S035	https://www.whosampled.com/sample/4125/Jurassic-5-Quality-Control-Blowfly-Outro/	https://www.youtube.com/watch?v=PgpDN-bARwc	https://www.youtube.com/watch?v=CRoJFbSVqnU
S036	https://www.whosampled.com/sample/266/Dr.-Dre-Snoop-Dogg-Nate-Dogg-Kurupt-The-Next-Episode-David-McCallum-The-Edge/	https://www.youtube.com/watch?v=QZXc39hT8t4	https://www.youtube.com/watch?v=y05mMRJrUnE
S037	https://www.whosampled.com/sample/666/Common-The-Light-Bobby-Caldwell-Open-Your-Eyes/	https://www.youtube.com/watch?v=ZCsAkV8QiGc	https://www.youtube.com/watch?v=oKfSPTUNWqw
S038	https://www.whosampled.com/sample/104/Eminem-Dido-Stan-Dido-Thank-You/	https://www.youtube.com/watch?v=gOMhN-hfMtY	https://www.youtube.com/watch?v=1TO48Cnl66w
S039	https://www.whosampled.com/sample/8327/Ghostface-Killah-RZA-Nutmeg-Eddie-Holman-It%27s-Over/	https://www.youtube.com/watch?v=rvxg3spc4No	https://www.youtube.com/watch?v=RXKrT88mwXE
S040	https://www.whosampled.com/sample/153/M.O.P.-Cold-as-Ice-Foreigner-Cold-as-Ice/	https://www.youtube.com/watch?v=XC2CHVw6twM	https://www.youtube.com/watch?v=lMqfWoFjgto
S041	https://www.whosampled.com/sample/3147/Shyne-Barrington-Levy-Bad-Boyz-Grace-Jones-Nightclubbing/	https://www.youtube.com/watch?v=1BeTqapowAU	https://www.youtube.com/watch?v=Hu5UuPsq9WA
S042	https://www.whosampled.com/sample/237/Jay-Z-UGK-Big-Pimpin%27-Hossam-Ramzy-Khusara-Khusara/	https://www.youtube.com/watch?v=Cgoqrgc_0cM	https://www.youtube.com/watch?v=Vnl7R8de3ps
S043	https://www.whosampled.com/sample/17600/Prodigy-Keep-It-Thoro-Jack-Mayborn-Disco-People/	https://www.youtube.com/watch?v=zSB9jpXm3-8	https://www.youtube.com/watch?v=mQRez3tmFC8
S044	https://www.whosampled.com/sample/17182/Capone-N-Noreaga-Invincible-Jimmie-and-Vella-Hey-Boy-Over-There/	https://www.youtube.com/watch?v=2h-vjsqpsnY	https://www.youtube.com/watch?v=qcBsyZ72JsI
S046	https://www.whosampled.com/sample/249/M.O.P.-Ante-Up-(Robbing-Hoodz-Theory)-Sam-%26-Dave-Soul-Sister,-Brown-Sugar/	https://www.youtube.com/watch?v=wri88ZeLkyY	https://www.youtube.com/watch?v=MR6pckHD3Mo
S047	https://www.whosampled.com/sample/10934/Ghostface-Killah-Raekwon-Apollo-Kids-Solomon-Burke-Cool-Breeze/	https://www.youtube.com/watch?v=D2m6Ghnxf8I	https://www.youtube.com/watch?v=xkcb0HEQG3s
S048	https://www.whosampled.com/sample/35246/De-La-Soul-Change-in-Speak-The-Monkees-Mary,-Mary/	https://www.youtube.com/watch?v=PXI8YSFjm3U	https://www.youtube.com/watch?v=36eSuc7fdEw
S049	https://www.whosampled.com/sample/889/Public-Enemy-Rebel-Without-a-Pause-James-Brown-Funky-Drummer-(Pt.-1-%26-2)/	https://www.youtube.com/watch?v=-fN5RX15Zhw	https://www.youtube.com/watch?v=QXw6YZltKJk
S051	https://www.whosampled.com/sample/806/N.W.A-Straight-Outta-Compton-The-Winstons-Amen,-Brother/	https://www.youtube.com/watch?v=33jyoyJNa2c	https://www.youtube.com/watch?v=GxZuq57_bYM
S052	https://www.whosampled.com/sample/2291/N.W.A-Straight-Outta-Compton-Funkadelic-You%27ll-Like-It-Too/	https://www.youtube.com/watch?v=33jyoyJNa2c	https://www.youtube.com/watch?v=rAnHQiIwkf0
S054	https://www.whosampled.com/sample/12802/Nice-%26-Smooth-Funky-for-You-The-Honey-Drippers-Impeach-the-President/	https://www.youtube.com/watch?v=wEaTvkqJnrQ	https://www.youtube.com/watch?v=7hNr8WpVYI0
S055	https://www.whosampled.com/sample/3410/LL-Cool-J-Around-the-Way-Girl-The-Honey-Drippers-Impeach-the-President/	https://www.youtube.com/watch?v=o2AJoRtuYfo	https://www.youtube.com/watch?v=7hNr8WpVYI0
S056	https://www.whosampled.com/sample/926/Kris-Kross-Jump-The-Jackson-5-I-Want-You-Back/	https://www.youtube.com/watch?v=010KyIQjkTk	https://www.youtube.com/watch?v=UvynvnxZJ3Q
S057	https://www.whosampled.com/sample/56949/Kris-Kross-Jump-The-Honey-Drippers-Impeach-the-President/	https://www.youtube.com/watch?v=010KyIQjkTk	https://www.youtube.com/watch?v=7hNr8WpVYI0
S060	https://www.whosampled.com/sample/6501/Naughty-by-Nature-Hip-Hop-Hooray-Five-Stairsteps-Don%27t-Change-Your-Love/	https://www.youtube.com/watch?v=Rz1Xn1vzOM4	https://www.youtube.com/watch?v=lpzWk2qt2KU
S061	https://www.whosampled.com/sample/6910/A-Tribe-Called-Quest-Jazz-(We%27ve-Got)-Five-Stairsteps-Don%27t-Change-Your-Love/	https://www.youtube.com/watch?v=DvzOfm0ZhS8	https://www.youtube.com/watch?v=lpzWk2qt2KU
S062	https://www.whosampled.com/sample/9640/Ice-Cube-A-Bird-in-the-Hand-Five-Stairsteps-Don%27t-Change-Your-Love/	https://www.youtube.com/watch?v=A0Vu4aDOAHU	https://www.youtube.com/watch?v=lpzWk2qt2KU
S063	https://www.whosampled.com/sample/2667/Cormega-American-Beauty-Southside-Movement-I%27-Been-Watching-You/	https://www.youtube.com/watch?v=WyGISOfNJX4	https://www.youtube.com/watch?v=4D0rdxZSJHI
S064	https://www.whosampled.com/sample/9537/The-Avalanches-Since-I-Left-You-Lamont-Dozier-Take-Off-Your-Make-Up/		https://www.youtube.com/watch?v=uaeq7s1ICZw
S067	https://www.whosampled.com/sample/74883/DJ-Q-Bert-Track-8-Gary-Numan-Films/	https://www.youtube.com/watch?v=eoGg-rPcgVE	https://www.youtube.com/watch?v=6HbIGk6zH_k
S068	https://www.whosampled.com/sample/13166/Ghostface-Killah-RZA-The-Grain-Rufus-Thomas-Do-the-Funky-Penguin/	https://www.youtube.com/watch?v=7weWXRwQrQU	https://www.youtube.com/watch?v=2OWjDK-dLCU
S069	https://www.whosampled.com/sample/31178/Ghostface-Killah-RZA-The-Grain-Rufus-Thomas-The-Breakdown-(Part-II)/	https://www.youtube.com/watch?v=7weWXRwQrQU	https://www.youtube.com/watch?v=j5-TSmM_Qag
S071	https://www.whosampled.com/sample/21298/Salt-N-Pepa-I-Desire-The-Winstons-Amen,-Brother/	https://www.youtube.com/watch?v=oJ3yleK136k	https://www.youtube.com/watch?v=GxZuq57_bYM
S072	https://www.whosampled.com/sample/21299/Salt-N-Pepa-I-Desire-7th-Wonder-Daisy-Lady/	https://www.youtube.com/watch?v=oJ3yleK136k	https://www.youtube.com/watch?v=zWWR3F1KqZk
S073	https://www.whosampled.com/sample/4380/Kanye-West-Nas-Really-Doe-We-Major-Orange-Krush-Action/	https://www.youtube.com/watch?v=_fr4SV4fGAw	https://www.youtube.com/watch?v=xzaD1tA_aYY
S078	https://www.whosampled.com/sample/14313/Beastie-Boys-Time-to-Get-Ill-Barry-White-I%27m-Gonna-Love-You-Just-a-Little-More-Baby/	https://www.youtube.com/watch?v=TQFWc4syEgM	https://www.youtube.com/watch?v=TOHoaP36hgA
S079	https://www.whosampled.com/sample/24518/De-La-Soul-De-La-Orgee-Barry-White-I%27m-Gonna-Love-You-Just-a-Little-More-Baby/	https://www.youtube.com/watch?v=7QFfAF5Bs6k	https://www.youtube.com/watch?v=TOHoaP36hgA
S080	https://www.whosampled.com/sample/69632/Ras-Kass-Rasassination-Johnny-Pate-Shaft-in-Africa-(Addis)/	https://www.youtube.com/watch?v=W3tdXkMdQJ8	https://www.youtube.com/watch?v=m-sy-IjrTkM
S081	https://www.whosampled.com/sample/2848/Jay-Z-Show-Me-What-You-Got-Johnny-Pate-Shaft-in-Africa-(Addis)/	https://www.youtube.com/watch?v=FS4U-HAHwps	https://www.youtube.com/watch?v=m-sy-IjrTkM
S082	https://www.whosampled.com/sample/25591/Cypress-Hill-Real-Estate-All-the-People-Robert-Moore-Cramp-Your-Style/	https://www.youtube.com/watch?v=DfW69PKpsPI	https://www.youtube.com/watch?v=iL70Xw-FteU
S083	https://www.whosampled.com/sample/9053/Nas-One-Mic-Barry-White-I%27m-Gonna-Love-You-Just-a-Little-More-Baby/	https://www.youtube.com/watch?v=JCOURZ-yx4E	https://www.youtube.com/watch?v=TOHoaP36hgA
S084	https://www.whosampled.com/sample/16084/Public-Enemy-911-Is-a-Joke-Sound-Experience-Devil-With-the-Bust/	https://www.youtube.com/watch?v=tsHcLIxg8KA	https://www.youtube.com/watch?v=M5h6VQySaaw
S086	https://www.whosampled.com/sample/3478/Geto-Boys-F----a-War-Sound-Experience-Devil-With-the-Bust/	https://www.youtube.com/watch?v=Ybvbnqatz1w	https://www.youtube.com/watch?v=M5h6VQySaaw
S089	https://www.whosampled.com/sample/73415/Geto-Boys-F----a-War-Bobby-Byrd-I-Know-You-Got-Soul/	https://www.youtube.com/watch?v=Ybvbnqatz1w	https://www.youtube.com/watch?v=kUYNrPYS2JE
S091	https://www.whosampled.com/sample/20125/Wu-Tang-Clan-Wu-Tang-Clan-Ain%27t-Nuthing-Ta-F%27-Wit-Joe-Tex-Papa-Was-Too/	https://www.youtube.com/watch?v=G1GdDt5mrqo	https://www.youtube.com/watch?v=Gzj_C9Zjc64
S092	https://www.whosampled.com/sample/11393/EPMD-Jane-Joe-Tex-Papa-Was-Too/	https://www.youtube.com/watch?v=plC2z9g3aVQ	https://www.youtube.com/watch?v=Gzj_C9Zjc64
S094	https://www.whosampled.com/sample/29796/Nikki-D-Lettin%27-Off-Steam-The-Politicians-Free-Your-Mind/	https://www.youtube.com/watch?v=VKMZCU6RJE4	https://www.youtube.com/watch?v=lqcX9TPWeNg
S098	https://www.whosampled.com/sample/96545/3rd-Bass-Oval-Office-Sir-Joe-Quarterman-%26-Free-Soul-(I-Got)-So-Much-Trouble-in-My-Mind/	https://www.youtube.com/watch?v=-YOuXDG6EHE	https://www.youtube.com/watch?v=0w7Ccje1jho
S101	https://www.whosampled.com/sample/44/Beastie-Boys-Egg-Man-Curtis-Mayfield-Superfly/	https://www.youtube.com/watch?v=5x5NCDYB1Lc	https://www.youtube.com/watch?v=-cmo6MRYf5g
S103	https://www.whosampled.com/sample/222/Beastie-Boys-Brass-Monkey-Wild-Sugar-Bring-It-Here/	https://www.youtube.com/watch?v=YXZ3yUZTlrA	https://www.youtube.com/watch?v=xkohgdB-FOU
S104	https://www.whosampled.com/sample/775/The-Notorious-B.I.G.-Diana-King-Respect-KC-%26-the-Sunshine-Band-George-McCrae-I-Get-Lifted/	https://www.youtube.com/watch?v=Gmk31TW0pXI	https://www.youtube.com/watch?v=BU0Vu5AmLlU
S106	https://www.whosampled.com/sample/33417/Nas-Get-Down-The-Blackbyrds-Rock-Creek-Park/	https://www.youtube.com/watch?v=IFQfQD2c47g	https://www.youtube.com/watch?v=NiipNeP-FOA
S107	https://www.whosampled.com/sample/2809/Nas-Get-Down-James-Brown-Funky-Drummer-(Bonus-Beat-Reprise)/	https://www.youtube.com/watch?v=IFQfQD2c47g	https://www.youtube.com/watch?v=OxSyCjvcZpU
S109	https://www.whosampled.com/sample/1044/Eric-B.-%26-Rakim-I-Know-You-Got-Soul-Bobby-Byrd-I-Know-You-Got-Soul/	https://www.youtube.com/watch?v=fvAAETHrXv0	https://www.youtube.com/watch?v=kUYNrPYS2JE
S112	https://www.whosampled.com/sample/1056/Eric-B.-%26-Rakim-I-Know-You-Got-Soul-Funkadelic-You%27ll-Like-It-Too/	https://www.youtube.com/watch?v=fvAAETHrXv0	https://www.youtube.com/watch?v=rAnHQiIwkf0
S113	https://www.whosampled.com/sample/2283/N.W.A-Fuck-Tha-Police-James-Brown-Funky-Drummer-(Pt.-1-%26-2)/	https://www.youtube.com/watch?v=WiX7GTelTPM	https://www.youtube.com/watch?v=QXw6YZltKJk
S114	https://www.whosampled.com/sample/1193/Eric-B.-%26-Rakim-Lyrics-of-Fury-James-Brown-Funky-Drummer-(Pt.-1-%26-2)/	https://www.youtube.com/watch?v=GFOeJOtq_xc	https://www.youtube.com/watch?v=QXw6YZltKJk
S115	https://www.whosampled.com/sample/2134/LL-Cool-J-Mama-Said-Knock-You-Out-James-Brown-Funky-Drummer-(Pt.-1-%26-2)/	https://www.youtube.com/watch?v=vimZj8HW0Kg	https://www.youtube.com/watch?v=QXw6YZltKJk
S116	https://www.whosampled.com/sample/57068/Public-Enemy-Welcome-to-the-Terrordome-Dyke-%26-the-Blazers-Let-a-Woman-Be-a-Woman-Let-a-Man-Be-a-Man/	https://www.youtube.com/watch?v=e4Zey7o04Qk	https://www.youtube.com/watch?v=y_moB85G7xI
S120	https://www.whosampled.com/sample/781/Nas-Get-Down-James-Brown-The-Boss/	https://www.youtube.com/watch?v=IFQfQD2c47g	https://www.youtube.com/watch?v=KRAp5iIL3IA
S121	https://www.whosampled.com/sample/8327/Ghostface-Killah-RZA-Nutmeg-Eddie-Holman-It%27s-Over/	https://www.youtube.com/watch?v=rvxg3spc4No	https://www.youtube.com/watch?v=RXKrT88mwXE
S122	https://www.whosampled.com/sample/17600/Prodigy-Keep-It-Thoro-Jack-Mayborn-Disco-People/	https://www.youtube.com/watch?v=zSB9jpXm3-8	https://www.youtube.com/watch?v=mQRez3tmFC8
S123	https://www.whosampled.com/sample/104/Eminem-Dido-Stan-Dido-Thank-You/	https://www.youtube.com/watch?v=gOMhN-hfMtY	https://www.youtube.com/watch?v=1TO48Cnl66w
S125	https://www.whosampled.com/sample/4196/Killah-Priest-Hell-Razah-Tekitha-One-Step-William-Bell-I-Forgot-to-Be-Your-Lover/	https://www.youtube.com/watch?v=DdUmkm6wJfM	https://www.youtube.com/watch?v=FBvCV7a4ej0
S126	https://www.whosampled.com/sample/12020/De-La-Soul-Eye-Know-The-Mad-Lads-Make-This-Young-Lady-Mine/	https://www.youtube.com/watch?v=q9jCsOCfUUg	https://www.youtube.com/watch?v=DX4cB_WhBB4
S127	https://www.whosampled.com/sample/6394/Non-Phixion-Rock-Stars-Bar-Kays-In-the-Hole/	https://www.youtube.com/watch?v=ibUCRXlRk7Y	https://www.youtube.com/watch?v=M-mWh1uOQ9Y
S128	https://www.whosampled.com/sample/1164/Wu-Tang-Clan-Tearz-Wendy-Rene-After-Laughter-(Comes-Tears)/	https://www.youtube.com/watch?v=B0KLqZP1UFs	https://www.youtube.com/watch?v=H3xZYnhxeT8
S129	https://www.whosampled.com/sample/14037/Asheru-Talib-Kweli-Mood-Swing-Duke-Ellington-John-Coltrane-In-a-Sentimental-Mood/	https://www.youtube.com/watch?v=4qsMwm8JKM0	https://www.youtube.com/watch?v=sCQfTNOC5aE
S130	https://www.whosampled.com/sample/521/Jay-Z-Roc-Boys-(And-the-Winner-Is)...-Menahan-Street-Band-Make-the-Road-by-Walking/	https://www.youtube.com/watch?v=Revmkhxu7dk	https://www.youtube.com/watch?v=iV93hXBZinw
S131	https://www.whosampled.com/sample/991/Lil-Wayne-Dr.-Carter-David-Axelrod-Holy-Thursday/	https://www.youtube.com/watch?v=WxPnAErnJ9A	https://www.youtube.com/watch?v=8j8pSu3U7WM
S134	https://www.whosampled.com/sample/29796/Nikki-D-Lettin%27-Off-Steam-The-Politicians-Free-Your-Mind/	https://www.youtube.com/watch?v=VKMZCU6RJE4	https://www.youtube.com/watch?v=lqcX9TPWeNg
S135	https://www.whosampled.com/sample/781/Nas-Get-Down-James-Brown-The-Boss/	https://www.youtube.com/watch?v=IFQfQD2c47g	https://www.youtube.com/watch?v=KRAp5iIL3IA
S136	https://www.whosampled.com/sample/781/Nas-Get-Down-James-Brown-The-Boss/	https://www.youtube.com/watch?v=IFQfQD2c47g	https://www.youtube.com/watch?v=KRAp5iIL3IA
S137	https://www.whosampled.com/sample/96545/3rd-Bass-Oval-Office-Sir-Joe-Quarterman-%26-Free-Soul-(I-Got)-So-Much-Trouble-in-My-Mind/	https://www.youtube.com/watch?v=-YOuXDG6EHE	https://www.youtube.com/watch?v=0w7Ccje1jho
